age;job;marital;education;default;housing;loan
47;self-employed;married;secondary;no;no;no
35;self-employed;single;tertiary;no;no;no
25;blue-collar;single;primary;no;yes;no
34;blue-collar;married;primary;no;yes;no
27;blue-collar;married;primary;no;no;yes
32;admin.;married;secondary;no;no;yes
32;admin.;divorced;secondary;no;no;yes
47;services;married;secondary;no;yes;no
44;services;married;secondary;no;no;yes
27;technician;married;secondary;no;yes;no
53;services;married;primary;no;no;no
30;services;single;secondary;no;no;yes
32;blue-collar;divorced;unknown;no;yes;yes
29;technician;married;tertiary;no;no;yes
57;retired;married;secondary;no;no;yes
30;blue-collar;married;primary;no;no;no
32;housemaid;married;primary;no;no;yes
53;retired;married;primary;no;no;yes
26;blue-collar;married;secondary;no;yes;yes
21;blue-collar;single;secondary;no;yes;no
43;management;married;tertiary;no;yes;no
57;housemaid;married;primary;no;no;no
50;management;married;tertiary;no;no;yes
55;retired;married;primary;no;no;no
58;services;married;primary;no;no;no
25;blue-collar;single;unknown;no;yes;no
57;blue-collar;married;primary;no;no;no
30;blue-collar;married;secondary;no;yes;yes
39;technician;married;secondary;no;no;yes
55;retired;single;primary;no;no;yes
56;management;married;tertiary;no;no;no
33;blue-collar;single;primary;no;yes;no
54;technician;divorced;secondary;no;yes;no
49;technician;married;secondary;yes;yes;yes
28;services;married;secondary;no;yes;no
46;entrepreneur;married;secondary;no;yes;yes
51;blue-collar;married;tertiary;no;no;yes
42;admin.;divorced;secondary;no;no;yes
60;retired;divorced;primary;no;no;yes
31;blue-collar;married;primary;no;yes;yes
34;technician;married;secondary;no;yes;yes
29;admin.;single;secondary;no;no;no
51;services;married;secondary;no;no;yes
60;retired;married;secondary;no;no;yes
60;blue-collar;married;primary;no;no;no
56;blue-collar;married;primary;no;no;no
52;blue-collar;single;secondary;no;yes;yes
41;admin.;divorced;secondary;no;no;yes
24;services;single;secondary;no;yes;no
55;blue-collar;married;primary;no;no;yes
34;admin.;single;secondary;no;yes;yes
36;technician;married;secondary;no;yes;yes
34;technician;divorced;secondary;no;yes;no
24;management;single;secondary;no;yes;no
37;management;married;tertiary;no;no;yes
40;technician;married;secondary;no;yes;no
39;services;married;primary;no;yes;no
34;entrepreneur;married;secondary;yes;yes;no
52;management;married;primary;no;yes;no
56;entrepreneur;married;tertiary;no;yes;no
27;services;married;secondary;no;yes;no
41;blue-collar;married;primary;no;yes;no
36;management;single;tertiary;no;yes;yes
49;admin.;divorced;secondary;no;yes;no
26;services;single;secondary;no;yes;no
42;blue-collar;divorced;primary;no;no;yes
51;blue-collar;married;primary;no;yes;yes
37;technician;divorced;secondary;no;no;yes
49;admin.;married;secondary;no;no;no
50;blue-collar;married;secondary;no;no;no
28;self-employed;single;secondary;no;yes;no
35;technician;married;tertiary;no;yes;no
47;blue-collar;married;secondary;no;no;no
33;services;married;secondary;no;no;yes
45;entrepreneur;married;secondary;yes;no;yes
38;blue-collar;single;primary;no;no;yes
34;blue-collar;married;secondary;no;yes;no
49;blue-collar;married;primary;no;no;yes
37;self-employed;married;tertiary;no;no;yes
45;admin.;single;secondary;no;no;yes
44;admin.;married;secondary;yes;no;yes
33;blue-collar;married;primary;no;no;no
55;management;married;tertiary;no;no;no
56;technician;married;tertiary;no;yes;yes
40;admin.;married;secondary;no;yes;no
27;blue-collar;single;primary;no;yes;no
57;retired;married;secondary;no;no;yes
39;technician;married;secondary;no;yes;yes
49;admin.;married;secondary;no;no;no
34;services;single;secondary;no;no;yes
59;retired;married;secondary;yes;no;yes
41;services;married;secondary;no;yes;no
30;blue-collar;married;secondary;no;no;no
44;admin.;single;tertiary;no;no;no
41;blue-collar;single;secondary;no;yes;no
31;blue-collar;married;secondary;no;no;yes
49;technician;married;tertiary;no;no;no
35;technician;married;secondary;no;yes;yes
39;blue-collar;married;secondary;no;yes;yes
51;admin.;divorced;secondary;no;no;no
39;services;single;secondary;no;no;no
35;services;married;secondary;no;yes;no
54;admin.;married;secondary;no;no;yes
59;technician;married;secondary;no;no;no
57;housemaid;married;primary;no;no;no
39;blue-collar;divorced;primary;no;no;yes
29;services;single;unknown;no;no;no
40;housemaid;married;primary;no;no;yes
43;admin.;single;secondary;no;no;yes
41;blue-collar;married;primary;no;no;no
45;technician;married;tertiary;no;no;yes
60;retired;married;primary;no;no;no
31;services;married;tertiary;yes;no;yes
59;technician;married;secondary;no;no;yes
59;technician;married;secondary;no;no;no
29;services;single;secondary;no;no;yes
49;housemaid;married;primary;no;no;yes
47;management;married;primary;yes;no;yes
32;admin.;married;secondary;no;yes;yes
35;blue-collar;divorced;primary;no;no;no
52;technician;divorced;secondary;no;no;no
30;management;married;tertiary;no;yes;yes
43;admin.;single;secondary;no;no;yes
45;unemployed;divorced;primary;yes;yes;yes
28;technician;single;tertiary;no;no;no
41;entrepreneur;single;primary;no;no;yes
38;management;married;tertiary;no;yes;no
31;admin.;single;secondary;no;no;no
29;self-employed;single;tertiary;no;no;yes
29;technician;married;tertiary;no;no;no
33;admin.;married;tertiary;no;no;no
40;services;single;secondary;no;no;yes
26;technician;divorced;tertiary;no;no;yes
41;technician;married;secondary;no;no;yes
31;management;married;tertiary;no;no;yes
53;technician;divorced;secondary;no;no;yes
45;technician;single;tertiary;no;no;yes
58;services;married;primary;no;no;yes
37;technician;single;tertiary;no;no;no
47;technician;divorced;secondary;no;no;yes
55;retired;married;secondary;no;no;yes
44;technician;single;secondary;no;no;no
27;technician;single;secondary;no;no;no
31;management;single;tertiary;no;no;yes
22;student;single;secondary;no;yes;no
30;admin.;married;tertiary;no;no;yes
51;blue-collar;divorced;primary;no;no;yes
35;admin.;married;secondary;no;no;yes
29;technician;single;tertiary;no;no;no
31;admin.;divorced;secondary;no;yes;no
35;self-employed;married;secondary;no;no;yes
48;technician;married;secondary;no;yes;yes
30;services;single;secondary;yes;no;yes
45;technician;single;secondary;no;no;yes
45;self-employed;married;primary;no;yes;yes
50;services;married;primary;no;no;yes
35;retired;single;secondary;no;no;yes
41;services;married;secondary;no;yes;no
37;services;single;primary;no;no;yes
38;admin.;married;secondary;no;no;yes
50;management;married;tertiary;no;no;no
35;technician;single;secondary;no;no;no
44;technician;married;secondary;no;no;yes
34;services;married;secondary;no;no;yes
32;blue-collar;single;secondary;no;no;yes
41;entrepreneur;married;tertiary;no;no;yes
33;technician;single;tertiary;no;yes;yes
45;technician;divorced;unknown;yes;no;yes
27;admin.;single;secondary;no;no;no
37;technician;single;secondary;no;no;no
37;blue-collar;married;secondary;no;yes;yes
54;services;married;secondary;no;no;yes
26;services;married;secondary;no;no;no
45;blue-collar;divorced;secondary;no;no;yes
54;unemployed;married;tertiary;no;no;yes
58;retired;married;secondary;no;no;yes
50;management;married;secondary;no;no;no
51;blue-collar;married;secondary;no;no;yes
27;admin.;divorced;secondary;no;no;yes
32;management;married;tertiary;no;no;no
29;blue-collar;single;primary;no;no;no
29;services;single;secondary;no;no;yes
44;blue-collar;married;secondary;no;no;yes
39;services;single;secondary;no;no;yes
55;retired;married;secondary;no;no;no
33;blue-collar;married;secondary;no;no;yes
48;blue-collar;married;primary;no;yes;yes
49;blue-collar;married;primary;no;no;no
35;blue-collar;married;unknown;no;yes;yes
57;retired;married;secondary;no;no;yes
53;services;divorced;secondary;yes;no;yes
58;unemployed;married;secondary;no;no;no
34;technician;married;secondary;no;yes;yes
52;housemaid;married;tertiary;no;no;no
56;admin.;married;secondary;no;no;no
34;technician;married;secondary;no;yes;no
35;services;married;secondary;no;yes;no
30;management;single;tertiary;no;no;yes
48;management;single;tertiary;no;no;yes
50;admin.;married;secondary;no;no;yes
44;technician;divorced;secondary;no;yes;yes
38;services;married;secondary;no;no;yes
40;services;divorced;secondary;no;no;yes
44;technician;single;tertiary;no;yes;yes
33;services;single;secondary;no;no;yes
29;services;single;secondary;no;no;no
51;services;married;secondary;no;no;no
57;blue-collar;married;primary;no;no;yes
35;technician;divorced;secondary;no;no;no
61;retired;married;secondary;no;no;yes
52;blue-collar;married;secondary;no;yes;no
33;services;married;secondary;no;no;yes
59;retired;married;unknown;no;no;yes
47;blue-collar;married;primary;no;no;no
37;services;single;secondary;no;no;no
49;technician;divorced;primary;no;no;yes
60;blue-collar;married;primary;no;no;yes
51;blue-collar;single;primary;no;no;no
47;technician;married;secondary;no;no;yes
40;blue-collar;married;secondary;no;yes;no
31;self-employed;married;secondary;yes;no;yes
38;management;married;secondary;no;no;no
54;technician;married;secondary;no;no;yes
45;services;divorced;secondary;no;no;no
47;admin.;married;secondary;no;no;yes
34;blue-collar;married;secondary;no;no;yes
54;retired;married;secondary;no;no;yes
56;entrepreneur;married;secondary;no;no;yes
57;technician;married;secondary;no;no;yes
42;admin.;single;secondary;no;yes;yes
34;blue-collar;married;primary;no;no;no
27;admin.;married;secondary;no;no;no
51;blue-collar;divorced;unknown;no;no;yes
30;entrepreneur;married;tertiary;no;yes;yes
44;blue-collar;married;secondary;no;no;no
33;technician;single;secondary;no;no;no
36;technician;married;unknown;no;yes;yes
56;management;divorced;tertiary;no;no;no
44;entrepreneur;married;tertiary;no;no;yes
31;technician;single;unknown;no;no;no
47;technician;married;secondary;no;yes;yes
48;blue-collar;married;secondary;no;no;yes
31;admin.;single;secondary;no;yes;no
39;blue-collar;married;primary;no;no;no
30;services;single;tertiary;no;no;no
30;technician;single;secondary;no;no;yes
31;technician;single;secondary;no;no;no
49;retired;married;primary;no;no;no
26;blue-collar;married;secondary;no;no;no
34;technician;married;secondary;no;no;no
36;admin.;married;secondary;no;yes;no
31;admin.;married;secondary;no;yes;yes
25;management;single;tertiary;no;no;yes
42;management;single;tertiary;no;yes;no
32;services;single;secondary;no;yes;yes
32;admin.;single;tertiary;no;no;yes
36;technician;married;secondary;no;no;no
46;management;single;tertiary;no;no;yes
31;blue-collar;single;secondary;no;no;yes
37;technician;single;tertiary;no;no;yes
26;admin.;married;secondary;no;yes;yes
36;management;married;secondary;no;no;no
31;blue-collar;married;secondary;no;no;no
35;admin.;married;secondary;yes;no;yes
30;blue-collar;married;primary;no;yes;yes
36;management;married;tertiary;no;yes;yes
24;admin.;single;secondary;no;yes;no
26;blue-collar;married;secondary;no;yes;no
27;services;single;secondary;no;no;yes
59;housemaid;married;primary;no;no;no
36;technician;married;primary;no;no;no
28;admin.;single;secondary;no;yes;yes
31;housemaid;married;primary;no;no;no
35;management;married;secondary;no;no;yes
37;management;married;tertiary;no;no;yes
59;retired;divorced;primary;no;no;yes
32;technician;single;secondary;no;no;yes
40;blue-collar;married;primary;no;yes;no
29;services;married;primary;no;no;no
41;services;married;secondary;no;yes;no
25;unemployed;single;secondary;no;no;yes
34;admin.;divorced;secondary;no;no;yes
37;blue-collar;single;primary;no;no;no
26;blue-collar;single;secondary;no;no;yes
36;management;single;tertiary;no;no;yes
56;services;divorced;secondary;no;no;yes
29;admin.;single;secondary;no;no;yes
31;blue-collar;single;secondary;no;no;no
57;retired;married;secondary;no;no;yes
30;admin.;single;tertiary;no;no;no
28;admin.;married;secondary;no;yes;no
45;services;single;secondary;no;yes;yes
26;technician;single;tertiary;no;no;yes
51;blue-collar;married;secondary;no;no;no
50;management;married;tertiary;no;no;yes
45;blue-collar;divorced;primary;no;no;yes
37;self-employed;divorced;tertiary;no;no;yes
29;services;single;primary;no;no;no
31;technician;married;secondary;no;no;yes
44;blue-collar;married;secondary;no;yes;no
48;blue-collar;divorced;primary;no;no;yes
53;blue-collar;married;primary;no;no;yes
26;blue-collar;single;secondary;no;no;yes
61;retired;married;unknown;no;no;yes
27;management;single;secondary;no;no;no
54;blue-collar;married;primary;no;no;no
43;blue-collar;married;secondary;no;no;yes
31;technician;single;secondary;no;no;no
27;technician;single;secondary;no;yes;yes
28;blue-collar;single;secondary;no;yes;no
50;blue-collar;married;secondary;no;yes;yes
29;blue-collar;single;primary;no;no;no
25;blue-collar;single;secondary;no;no;no
38;blue-collar;married;secondary;no;no;yes
36;technician;single;secondary;no;no;yes
32;blue-collar;divorced;primary;no;no;yes
44;technician;married;tertiary;no;no;no
37;blue-collar;married;primary;no;yes;yes
48;services;married;secondary;no;no;no
30;admin.;married;secondary;no;no;yes
54;technician;married;secondary;no;no;yes
36;unemployed;divorced;primary;no;no;no
33;technician;single;secondary;no;no;yes
34;services;married;secondary;no;yes;yes
28;services;single;secondary;no;no;yes
33;management;married;secondary;no;no;yes
30;services;married;secondary;no;no;no
34;admin.;single;secondary;no;no;no
35;admin.;divorced;secondary;no;no;no
44;entrepreneur;married;secondary;no;no;no
36;services;married;secondary;no;yes;yes
49;blue-collar;married;primary;no;yes;no
55;blue-collar;married;secondary;no;yes;no
51;technician;married;secondary;no;no;no
51;management;married;tertiary;no;yes;no
38;blue-collar;married;secondary;no;yes;yes
59;entrepreneur;married;tertiary;no;no;no
54;management;divorced;tertiary;no;yes;yes
43;management;single;tertiary;no;yes;no
60;entrepreneur;divorced;primary;no;no;no
34;services;married;secondary;no;no;no
31;admin.;single;secondary;no;yes;no
43;technician;married;secondary;yes;no;yes
53;blue-collar;married;primary;no;yes;no
47;blue-collar;married;primary;yes;yes;yes
59;management;married;unknown;no;no;no
39;management;married;primary;no;no;yes
56;housemaid;married;primary;no;no;yes
41;services;married;secondary;no;yes;no
41;housemaid;married;primary;no;yes;no
60;retired;married;primary;no;yes;no
58;management;married;primary;no;no;no
56;blue-collar;married;primary;no;yes;no
36;unemployed;single;primary;no;yes;no
39;management;married;tertiary;no;yes;no
46;management;married;primary;no;yes;no
58;blue-collar;divorced;primary;no;yes;no
52;management;married;secondary;no;no;no
41;services;married;secondary;no;yes;no
59;blue-collar;married;secondary;no;no;yes
35;unknown;married;primary;no;no;no
43;management;divorced;secondary;no;no;no
50;blue-collar;married;primary;no;yes;no
49;technician;married;primary;no;no;no
51;self-employed;married;secondary;yes;no;yes
39;technician;single;secondary;no;yes;no
38;management;married;tertiary;no;yes;no
30;services;single;secondary;no;yes;no
41;technician;married;secondary;no;yes;no
45;unemployed;divorced;secondary;no;yes;no
54;services;divorced;tertiary;no;no;no
47;admin.;single;secondary;no;yes;no
53;management;divorced;tertiary;no;yes;no
41;blue-collar;married;primary;no;yes;no
42;blue-collar;divorced;primary;no;yes;no
33;services;single;secondary;no;no;no
34;self-employed;married;tertiary;no;yes;no
54;blue-collar;divorced;secondary;no;yes;no
37;entrepreneur;married;tertiary;no;no;no
